customer_id,customer_type,regions,building_size_m2,occupants,energy_cost_brl,Cost per square meter,Cost per occupant,People per square meter,Categorize building size,,,434370.14
CUSTOMER_0311,residential,Northeast,77,2,71.69,0.93,35.85,0.03,Large,,,
CUSTOMER_0312,residential,Midwest,24,3,89.55,3.73,29.85,0.13,Small,,,
CUSTOMER_0313,residential,South,77,2,69.29,0.90,34.65,0.03,Large,,,
CUSTOMER_0314,commercial,South,17,3,84.83,4.99,28.28,0.18,Small,,,
CUSTOMER_0315,commercial,Midwest,45,4,140.04,3.11,35.01,0.09,Small,,,
CUSTOMER_0316,commercial,Midwest,45,1,90.18,2.00,90.18,0.02,Small,,,
CUSTOMER_0317,residential,Northeast,45,3,98.57,2.19,32.86,0.07,Small,,,
CUSTOMER_0318,residential,South,24,3,74.71,3.11,24.90,0.13,Small,,,
CUSTOMER_0319,residential,North,45,4,112.98,2.51,28.25,0.09,Small,,,
CUSTOMER_0320,residential,Midwest,24,1,68.88,2.87,68.88,0.04,Small,,,
CUSTOMER_0321,residential,Northeast,45,1,74.69,1.66,74.69,0.02,Small,,,
CUSTOMER_0322,commercial,Northeast,24,3,89.16,3.72,29.72,0.13,Small,,,
CUSTOMER_0323,commercial,Midwest,77,3,53.17,0.69,17.72,0.04,Large,,,
CUSTOMER_0324,residential,South,17,2,68.72,4.04,34.36,0.12,Small,,,
CUSTOMER_0325,commercial,North,24,1,92.54,3.86,92.54,0.04,Small,,,
CUSTOMER_0326,commercial,Midwest,24,1,86.95,3.62,86.95,0.04,Small,,,
CUSTOMER_0327,residential,North,45,2,90.07,2.00,45.04,0.04,Small,,,
CUSTOMER_0328,residential,Northeast,24,3,94.19,3.92,31.40,0.13,Small,,,
CUSTOMER_0329,residential,Midwest,45,3,92.72,2.06,30.91,0.07,Small,,,
CUSTOMER_0330,residential,Midwest,52,1,87.53,1.68,87.53,0.02,Large,,,
CUSTOMER_0331,residential,Northeast,45,2,75.08,1.67,37.54,0.04,Small,,,
CUSTOMER_0332,commercial,Northeast,45,3,103.01,2.29,34.34,0.07,Small,,,
CUSTOMER_0333,residential,North,17,1,81.72,4.81,81.72,0.06,Small,,,
CUSTOMER_0334,residential,Northeast,45,3,62.91,1.40,20.97,0.07,Small,,,
CUSTOMER_0335,residential,South,24,3,67.54,2.81,22.51,0.13,Small,,,
CUSTOMER_0336,residential,South,45,3,88.11,1.96,29.37,0.07,Small,,,
CUSTOMER_0337,commercial,Northeast,24,1,99.99,4.17,99.99,0.04,Small,,,
CUSTOMER_0338,commercial,Midwest,45,2,61.68,1.37,30.84,0.04,Small,,,
CUSTOMER_0339,residential,South,24,2,56.73,2.36,28.37,0.08,Small,,,
CUSTOMER_0340,residential,North,52,3,97.77,1.88,32.59,0.06,Large,,,
CUSTOMER_0341,residential,Southeast,17,2,99.5,5.85,49.75,0.12,Small,,,
CUSTOMER_0342,residential,South,45,3,66.69,1.48,22.23,0.07,Small,,,
CUSTOMER_0343,residential,North,17,1,71.87,4.23,71.87,0.06,Small,,,
CUSTOMER_0344,residential,Northeast,45,1,86.4,1.92,86.40,0.02,Small,,,
CUSTOMER_0345,residential,South,77,1,69.44,0.90,69.44,0.01,Large,,,
CUSTOMER_0346,residential,Midwest,45,3,97.54,2.17,32.51,0.07,Small,,,
CUSTOMER_0347,residential,North,45,2,58.02,1.29,29.01,0.04,Small,,,
CUSTOMER_0348,residential,Northeast,77,4,105.94,1.38,26.49,0.05,Large,,,
CUSTOMER_0349,residential,Midwest,45,4,115.29,2.56,28.82,0.09,Small,,,
CUSTOMER_0350,residential,Midwest,45,1,67.19,1.49,67.19,0.02,Small,,,
CUSTOMER_0351,residential,Midwest,45,4,110.05,2.45,27.51,0.09,Small,,,
CUSTOMER_0352,commercial,South,45,3,55.87,1.24,18.62,0.07,Small,,,
CUSTOMER_0353,commercial,Northeast,17,2,91.3,5.37,45.65,0.12,Small,,,
CUSTOMER_0354,residential,Midwest,52,4,112.86,2.17,28.22,0.08,Large,,,
CUSTOMER_0355,residential,Midwest,45,4,153.95,3.42,38.49,0.09,Small,,,
CUSTOMER_0356,residential,Midwest,17,2,71.4,4.20,35.70,0.12,Small,,,
CUSTOMER_0357,residential,Northeast,45,4,140.62,3.12,35.16,0.09,Small,,,
CUSTOMER_0358,residential,South,24,2,64.07,2.67,32.04,0.08,Small,,,
CUSTOMER_0359,commercial,Southeast,17,3,64.84,3.81,21.61,0.18,Small,,,
CUSTOMER_0360,residential,Midwest,45,3,82.01,1.82,27.34,0.07,Small,,,
CUSTOMER_0361,residential,Midwest,52,3,81.29,1.56,27.10,0.06,Large,,,
CUSTOMER_0362,residential,Northeast,52,1,91.97,1.77,91.97,0.02,Large,,,
CUSTOMER_0363,residential,Midwest,77,3,91.41,1.19,30.47,0.04,Large,,,
CUSTOMER_0364,residential,Midwest,52,4,140.62,2.70,35.16,0.08,Large,,,
CUSTOMER_0365,commercial,Midwest,17,1,75.56,4.44,75.56,0.06,Small,,,
CUSTOMER_0366,residential,South,24,1,98.23,4.09,98.23,0.04,Small,,,
CUSTOMER_0367,commercial,Midwest,52,1,84.47,1.62,84.47,0.02,Large,,,
CUSTOMER_0368,commercial,Northeast,24,3,103.35,4.31,34.45,0.13,Small,,,
CUSTOMER_0369,residential,Midwest,45,1,94.57,2.10,94.57,0.02,Small,,,
CUSTOMER_0370,residential,Northeast,45,3,54.78,1.22,18.26,0.07,Small,,,
CUSTOMER_0371,residential,Northeast,24,3,68.96,2.87,22.99,0.13,Small,,,
CUSTOMER_0372,residential,Northeast,77,1,81.87,1.06,81.87,0.01,Large,,,
CUSTOMER_0373,residential,Midwest,45,1,89.55,1.99,89.55,0.02,Small,,,
CUSTOMER_0374,commercial,Midwest,45,4,134.02,2.98,33.51,0.09,Small,,,
CUSTOMER_0375,residential,Midwest,77,1,92.87,1.21,92.87,0.01,Large,,,
CUSTOMER_0376,residential,Midwest,45,3,67.01,1.49,22.34,0.07,Small,,,
CUSTOMER_0377,commercial,Midwest,24,3,61.94,2.58,20.65,0.13,Small,,,
CUSTOMER_0378,residential,Northeast,45,1,55.27,1.23,55.27,0.02,Small,,,
CUSTOMER_0379,commercial,Southeast,52,1,81.94,1.58,81.94,0.02,Large,,,
CUSTOMER_0380,residential,Northeast,45,2,87.86,1.95,43.93,0.04,Small,,,
CUSTOMER_0381,residential,Northeast,45,1,69.25,1.54,69.25,0.02,Small,,,
CUSTOMER_0382,commercial,Midwest,45,2,84.01,1.87,42.01,0.04,Small,,,
CUSTOMER_0383,residential,Northeast,24,2,55.18,2.30,27.59,0.08,Small,,,
CUSTOMER_0384,commercial,North,52,3,57.6,1.11,19.20,0.06,Large,,,
CUSTOMER_0385,commercial,Midwest,52,3,88.54,1.70,29.51,0.06,Large,,,
CUSTOMER_0386,commercial,Midwest,24,2,71.4,2.98,35.70,0.08,Small,,,
CUSTOMER_0387,residential,Midwest,17,2,86.97,5.12,43.49,0.12,Small,,,
CUSTOMER_0388,residential,South,77,4,149.45,1.94,37.36,0.05,Large,,,
CUSTOMER_0389,commercial,Midwest,52,1,96.28,1.85,96.28,0.02,Large,,,
CUSTOMER_0390,commercial,Southeast,52,4,113.3,2.18,28.33,0.08,Large,,,
CUSTOMER_0391,commercial,North,52,2,77.47,1.49,38.74,0.04,Large,,,
CUSTOMER_0392,residential,Midwest,45,1,90.19,2.00,90.19,0.02,Small,,,
CUSTOMER_0393,residential,Southeast,45,3,92.24,2.05,30.75,0.07,Small,,,
CUSTOMER_0394,commercial,Midwest,45,1,92.79,2.06,92.79,0.02,Small,,,
CUSTOMER_0395,residential,Midwest,17,3,64.22,3.78,21.41,0.18,Small,,,
CUSTOMER_0396,commercial,Northeast,45,2,62.39,1.39,31.20,0.04,Small,,,
CUSTOMER_0397,commercial,North,45,4,136.2,3.03,34.05,0.09,Small,,,
CUSTOMER_0398,residential,Midwest,45,4,144.48,3.21,36.12,0.09,Small,,,
CUSTOMER_0399,commercial,Northeast,45,4,121.35,2.70,30.34,0.09,Small,,,
CUSTOMER_0400,commercial,Southeast,45,4,109.6,2.44,27.40,0.09,Small,,,
CUSTOMER_0401,residential,Northeast,24,2,89.3,3.72,44.65,0.08,Small,,,
CUSTOMER_0402,commercial,South,24,2,67.89,2.83,33.95,0.08,Small,,,
CUSTOMER_0403,residential,South,24,1,61.04,2.54,61.04,0.04,Small,,,
CUSTOMER_0404,commercial,Northeast,24,3,60.09,2.50,20.03,0.13,Small,,,
CUSTOMER_0405,residential,Northeast,77,3,68.67,0.89,22.89,0.04,Large,,,
CUSTOMER_0406,commercial,Southeast,24,3,82.93,3.46,27.64,0.13,Small,,,
CUSTOMER_0407,residential,South,24,3,70.9,2.95,23.63,0.13,Small,,,
CUSTOMER_0408,residential,Midwest,45,4,104.99,2.33,26.25,0.09,Small,,,
CUSTOMER_0409,commercial,Northeast,45,3,57.48,1.28,19.16,0.07,Small,,,
CUSTOMER_0410,residential,Midwest,24,1,67.42,2.81,67.42,0.04,Small,,,
CUSTOMER_0411,residential,Midwest,45,4,140.02,3.11,35.01,0.09,Small,,,
CUSTOMER_0412,commercial,Northeast,45,3,57.56,1.28,19.19,0.07,Small,,,
CUSTOMER_0413,commercial,Midwest,24,2,81.29,3.39,40.65,0.08,Small,,,
CUSTOMER_0414,residential,North,24,3,58.66,2.44,19.55,0.13,Small,,,
CUSTOMER_0415,residential,North,77,2,63.37,0.82,31.69,0.03,Large,,,
CUSTOMER_0416,residential,Northeast,52,1,61.34,1.18,61.34,0.02,Large,,,
CUSTOMER_0417,residential,Northeast,45,1,55.95,1.24,55.95,0.02,Small,,,
CUSTOMER_0418,residential,Northeast,17,2,86.97,5.12,43.49,0.12,Small,,,
CUSTOMER_0419,commercial,Midwest,45,3,76.3,1.70,25.43,0.07,Small,,,
CUSTOMER_0420,commercial,Northeast,45,4,149.41,3.32,37.35,0.09,Small,,,
CUSTOMER_0421,commercial,Northeast,24,1,57.58,2.40,57.58,0.04,Small,,,
CUSTOMER_0422,commercial,Northeast,45,1,59.93,1.33,59.93,0.02,Small,,,
CUSTOMER_0423,residential,South,45,1,68.24,1.52,68.24,0.02,Small,,,
CUSTOMER_0424,residential,Midwest,24,3,91.83,3.83,30.61,0.13,Small,,,
CUSTOMER_0425,residential,Midwest,45,2,68.2,1.52,34.10,0.04,Small,,,
CUSTOMER_0426,residential,Midwest,52,2,73.47,1.41,36.74,0.04,Large,,,
CUSTOMER_0427,residential,South,24,3,67.99,2.83,22.66,0.13,Small,,,
CUSTOMER_0428,commercial,Northeast,52,1,56.62,1.09,56.62,0.02,Large,,,
CUSTOMER_0429,residential,Midwest,17,3,100.74,5.93,33.58,0.18,Small,,,
CUSTOMER_0430,residential,Midwest,52,3,80.67,1.55,26.89,0.06,Large,,,
CUSTOMER_0431,residential,Midwest,24,2,92.96,3.87,46.48,0.08,Small,,,
CUSTOMER_0432,commercial,North,17,3,86.31,5.08,28.77,0.18,Small,,,
CUSTOMER_0433,residential,Midwest,45,3,78.91,1.75,26.30,0.07,Small,,,
CUSTOMER_0434,residential,North,45,1,57.1,1.27,57.10,0.02,Small,,,
CUSTOMER_0435,residential,Midwest,77,4,139.09,1.81,34.77,0.05,Large,,,
CUSTOMER_0436,commercial,Midwest,24,1,60.48,2.52,60.48,0.04,Small,,,
CUSTOMER_0437,residential,Northeast,24,2,73.78,3.07,36.89,0.08,Small,,,
CUSTOMER_0438,commercial,Southeast,45,4,138.34,3.07,34.59,0.09,Small,,,
CUSTOMER_0439,commercial,North,45,1,92.67,2.06,92.67,0.02,Small,,,
CUSTOMER_0440,residential,Southeast,24,3,87.68,3.65,29.23,0.13,Small,,,
CUSTOMER_0441,residential,Midwest,45,3,86.98,1.93,28.99,0.07,Small,,,
CUSTOMER_0442,commercial,Northeast,45,4,112.03,2.49,28.01,0.09,Small,,,
CUSTOMER_0443,residential,North,52,4,122.83,2.36,30.71,0.08,Large,,,
CUSTOMER_0444,residential,South,77,3,54.7,0.71,18.23,0.04,Large,,,
CUSTOMER_0445,commercial,North,24,2,89.45,3.73,44.73,0.08,Small,,,
CUSTOMER_0446,commercial,Northeast,45,1,101.42,2.25,101.42,0.02,Small,,,
CUSTOMER_0447,commercial,Northeast,24,3,66.06,2.75,22.02,0.13,Small,,,
CUSTOMER_0448,commercial,Midwest,45,1,57,1.27,57.00,0.02,Small,,,
CUSTOMER_0449,residential,Midwest,45,1,76.92,1.71,76.92,0.02,Small,,,
CUSTOMER_0450,residential,North,77,1,96.49,1.25,96.49,0.01,Large,,,
CUSTOMER_0451,commercial,Northeast,45,1,80.84,1.80,80.84,0.02,Small,,,
CUSTOMER_0452,residential,Northeast,77,2,54.9,0.71,27.45,0.03,Large,,,
CUSTOMER_0453,residential,Northeast,52,2,102.53,1.97,51.27,0.04,Large,,,
CUSTOMER_0454,commercial,Midwest,77,2,95.05,1.23,47.53,0.03,Large,,,
CUSTOMER_0455,residential,Midwest,52,3,59.26,1.14,19.75,0.06,Large,,,
CUSTOMER_0456,residential,Northeast,45,3,99.83,2.22,33.28,0.07,Small,,,
CUSTOMER_0457,residential,Northeast,24,3,75.64,3.15,25.21,0.13,Small,,,
CUSTOMER_0458,residential,Northeast,24,2,71.6,2.98,35.80,0.08,Small,,,
CUSTOMER_0459,residential,South,17,1,76.18,4.48,76.18,0.06,Small,,,
CUSTOMER_0460,residential,South,45,2,95.36,2.12,47.68,0.04,Small,,,
CUSTOMER_0461,residential,Southeast,45,3,86.36,1.92,28.79,0.07,Small,,,
CUSTOMER_0462,residential,Northeast,45,4,107.11,2.38,26.78,0.09,Small,,,
CUSTOMER_0463,commercial,North,77,3,101.67,1.32,33.89,0.04,Large,,,
CUSTOMER_0464,residential,Northeast,77,1,60.09,0.78,60.09,0.01,Large,,,
CUSTOMER_0465,commercial,Northeast,24,2,90.78,3.78,45.39,0.08,Small,,,
CUSTOMER_0466,residential,Midwest,24,1,85.17,3.55,85.17,0.04,Small,,,
CUSTOMER_0467,residential,Midwest,45,2,62.13,1.38,31.07,0.04,Small,,,
CUSTOMER_0468,commercial,Southeast,24,3,61.27,2.55,20.42,0.13,Small,,,
CUSTOMER_0469,residential,Southeast,45,1,97.19,2.16,97.19,0.02,Small,,,
CUSTOMER_0470,commercial,Northeast,45,4,126.86,2.82,31.72,0.09,Small,,,
CUSTOMER_0471,residential,Midwest,45,1,86.11,1.91,86.11,0.02,Small,,,
CUSTOMER_0472,commercial,Northeast,52,2,78.38,1.51,39.19,0.04,Large,,,
CUSTOMER_0473,residential,North,52,2,89.85,1.73,44.93,0.04,Large,,,
CUSTOMER_0474,commercial,Midwest,17,2,77.11,4.54,38.56,0.12,Small,,,
CUSTOMER_0475,residential,North,45,3,67.26,1.49,22.42,0.07,Small,,,
CUSTOMER_0476,commercial,Midwest,45,4,123.78,2.75,30.95,0.09,Small,,,
CUSTOMER_0477,residential,Northeast,24,2,96.61,4.03,48.31,0.08,Small,,,
CUSTOMER_0478,residential,Midwest,17,3,76.53,4.50,25.51,0.18,Small,,,
CUSTOMER_0479,commercial,Midwest,45,2,63.46,1.41,31.73,0.04,Small,,,
CUSTOMER_0480,residential,Northeast,24,2,100.49,4.19,50.25,0.08,Small,,,
CUSTOMER_0481,residential,Southeast,24,3,93.41,3.89,31.14,0.13,Small,,,
CUSTOMER_0482,commercial,Northeast,45,2,55.36,1.23,27.68,0.04,Small,,,
CUSTOMER_0483,residential,Midwest,45,3,103.8,2.31,34.60,0.07,Small,,,
CUSTOMER_0484,residential,Midwest,24,3,88.18,3.67,29.39,0.13,Small,,,
CUSTOMER_0485,residential,Midwest,17,2,60.73,3.57,30.37,0.12,Small,,,
CUSTOMER_0486,commercial,South,52,2,64.68,1.24,32.34,0.04,Large,,,
CUSTOMER_0487,residential,Northeast,17,1,88.06,5.18,88.06,0.06,Small,,,
CUSTOMER_0488,residential,Midwest,77,4,146.6,1.90,36.65,0.05,Large,,,
CUSTOMER_0489,commercial,Midwest,45,2,64.77,1.44,32.39,0.04,Small,,,
CUSTOMER_0490,commercial,South,24,1,65.7,2.74,65.70,0.04,Small,,,
CUSTOMER_0491,residential,Northeast,24,2,68.27,2.84,34.14,0.08,Small,,,
CUSTOMER_0492,residential,Midwest,17,3,83.21,4.89,27.74,0.18,Small,,,
CUSTOMER_0493,residential,Midwest,24,3,61.32,2.56,20.44,0.13,Small,,,
CUSTOMER_0494,residential,Northeast,17,1,57.85,3.40,57.85,0.06,Small,,,
CUSTOMER_0495,residential,Midwest,45,2,87.36,1.94,43.68,0.04,Small,,,
CUSTOMER_0496,residential,Northeast,24,1,92.51,3.85,92.51,0.04,Small,,,
CUSTOMER_0497,residential,Midwest,45,2,78.22,1.74,39.11,0.04,Small,,,
CUSTOMER_0498,residential,Southeast,45,2,71.18,1.58,35.59,0.04,Small,,,
CUSTOMER_0499,commercial,Midwest,24,3,74.69,3.11,24.90,0.13,Small,,,
CUSTOMER_0500,commercial,Midwest,17,1,72.44,4.26,72.44,0.06,Small,,,
CUSTOMER_0501,commercial,Midwest,17,3,101.8,5.99,33.93,0.18,Small,,,
CUSTOMER_0502,residential,North,17,3,91.94,5.41,30.65,0.18,Small,,,
CUSTOMER_0503,residential,Northeast,45,3,63.19,1.40,21.06,0.07,Small,,,
CUSTOMER_0504,commercial,Midwest,24,1,72.23,3.01,72.23,0.04,Small,,,
CUSTOMER_0505,commercial,Northeast,45,2,80.44,1.79,40.22,0.04,Small,,,
CUSTOMER_0506,residential,Northeast,45,2,83.98,1.87,41.99,0.04,Small,,,
CUSTOMER_0507,commercial,Midwest,45,1,76.54,1.70,76.54,0.02,Small,,,
CUSTOMER_0508,commercial,Northeast,45,2,94.1,2.09,47.05,0.04,Small,,,
CUSTOMER_0509,commercial,Northeast,45,1,91.92,2.04,91.92,0.02,Small,,,
CUSTOMER_0510,commercial,Midwest,24,1,78.44,3.27,78.44,0.04,Small,,,
CUSTOMER_0511,residential,North,17,2,96.37,5.67,48.19,0.12,Small,,,
CUSTOMER_0512,residential,South,45,4,145.03,3.22,36.26,0.09,Small,,,
CUSTOMER_0513,commercial,Southeast,24,3,92.48,3.85,30.83,0.13,Small,,,
CUSTOMER_0514,commercial,Midwest,45,1,101.61,2.26,101.61,0.02,Small,,,
CUSTOMER_0515,residential,North,45,1,66.18,1.47,66.18,0.02,Small,,,
CUSTOMER_0516,residential,Midwest,45,4,118.53,2.63,29.63,0.09,Small,,,
CUSTOMER_0517,residential,Southeast,45,1,98.15,2.18,98.15,0.02,Small,,,
CUSTOMER_0518,commercial,Midwest,45,1,92.15,2.05,92.15,0.02,Small,,,
CUSTOMER_0519,commercial,North,45,2,100.08,2.22,50.04,0.04,Small,,,
CUSTOMER_0520,residential,Midwest,45,2,55.74,1.24,27.87,0.04,Small,,,
CUSTOMER_0521,residential,Southeast,45,4,138.27,3.07,34.57,0.09,Small,,,
CUSTOMER_0522,residential,Midwest,45,1,59.93,1.33,59.93,0.02,Small,,,
CUSTOMER_0523,commercial,Midwest,52,3,78.38,1.51,26.13,0.06,Large,,,
CUSTOMER_0524,commercial,Midwest,45,2,60.5,1.34,30.25,0.04,Small,,,
CUSTOMER_0525,commercial,Midwest,45,3,59.08,1.31,19.69,0.07,Small,,,
CUSTOMER_0526,residential,North,45,3,53.12,1.18,17.71,0.07,Small,,,
CUSTOMER_0527,residential,Midwest,45,4,138.4,3.08,34.60,0.09,Small,,,
CUSTOMER_0528,residential,North,17,1,70.94,4.17,70.94,0.06,Small,,,
CUSTOMER_0529,residential,Midwest,52,4,109.63,2.11,27.41,0.08,Large,,,
CUSTOMER_0530,commercial,Northeast,17,2,69.08,4.06,34.54,0.12,Small,,,
CUSTOMER_0531,commercial,Midwest,45,1,61.18,1.36,61.18,0.02,Small,,,
CUSTOMER_0532,commercial,North,45,1,100.86,2.24,100.86,0.02,Small,,,
CUSTOMER_0533,commercial,Midwest,77,3,68.93,0.90,22.98,0.04,Large,,,
CUSTOMER_0534,residential,Midwest,17,3,69.65,4.10,23.22,0.18,Small,,,
CUSTOMER_0535,commercial,Northeast,45,3,95.63,2.13,31.88,0.07,Small,,,
CUSTOMER_0536,commercial,North,45,1,85.76,1.91,85.76,0.02,Small,,,
CUSTOMER_0537,commercial,North,24,1,88.97,3.71,88.97,0.04,Small,,,
CUSTOMER_0538,residential,Southeast,17,1,85.16,5.01,85.16,0.06,Small,,,
CUSTOMER_0539,residential,Midwest,45,1,101.09,2.25,101.09,0.02,Small,,,
CUSTOMER_0540,residential,Midwest,45,1,63.13,1.40,63.13,0.02,Small,,,
CUSTOMER_0541,commercial,North,17,1,103.29,6.08,103.29,0.06,Small,,,
CUSTOMER_0542,residential,Midwest,45,4,149.4,3.32,37.35,0.09,Small,,,
CUSTOMER_0543,residential,Southeast,45,1,82.74,1.84,82.74,0.02,Small,,,
CUSTOMER_0544,commercial,Southeast,45,4,140.16,3.11,35.04,0.09,Small,,,
CUSTOMER_0545,residential,Midwest,77,1,85.82,1.11,85.82,0.01,Large,,,
CUSTOMER_0546,residential,North,45,4,107.06,2.38,26.77,0.09,Small,,,
CUSTOMER_0547,residential,North,77,2,63.7,0.83,31.85,0.03,Large,,,
CUSTOMER_0548,commercial,North,52,2,101.87,1.96,50.94,0.04,Large,,,
CUSTOMER_0549,residential,Northeast,24,2,79.94,3.33,39.97,0.08,Small,,,
CUSTOMER_0550,commercial,North,24,2,71.93,3.00,35.97,0.08,Small,,,
CUSTOMER_0551,residential,Northeast,45,4,145.63,3.24,36.41,0.09,Small,,,
CUSTOMER_0552,commercial,Northeast,45,1,79.43,1.77,79.43,0.02,Small,,,
CUSTOMER_0553,residential,South,45,1,53.18,1.18,53.18,0.02,Small,,,
CUSTOMER_0554,residential,Midwest,45,4,144.21,3.20,36.05,0.09,Small,,,
CUSTOMER_0555,commercial,Southeast,45,3,90.1,2.00,30.03,0.07,Small,,,
CUSTOMER_0556,residential,Midwest,45,3,60.98,1.36,20.33,0.07,Small,,,
CUSTOMER_0557,residential,North,17,2,101.62,5.98,50.81,0.12,Small,,,
CUSTOMER_0558,residential,Midwest,52,3,64,1.23,21.33,0.06,Large,,,
CUSTOMER_0559,commercial,Northeast,24,2,76.01,3.17,38.01,0.08,Small,,,
CUSTOMER_0560,residential,Midwest,77,1,58.39,0.76,58.39,0.01,Large,,,
CUSTOMER_0561,commercial,Northeast,17,1,83.48,4.91,83.48,0.06,Small,,,
CUSTOMER_0562,residential,South,77,4,124.44,1.62,31.11,0.05,Large,,,
CUSTOMER_0563,residential,Northeast,17,3,70.64,4.16,23.55,0.18,Small,,,
CUSTOMER_0564,residential,Northeast,24,1,94.97,3.96,94.97,0.04,Small,,,
CUSTOMER_0565,residential,South,17,1,52.99,3.12,52.99,0.06,Small,,,
CUSTOMER_0566,residential,North,45,2,93.47,2.08,46.74,0.04,Small,,,
CUSTOMER_0567,residential,Midwest,52,4,135.18,2.60,33.80,0.08,Large,,,
CUSTOMER_0568,residential,Midwest,45,3,103.14,2.29,34.38,0.07,Small,,,
CUSTOMER_0569,commercial,Southeast,77,1,82.77,1.07,82.77,0.01,Large,,,
CUSTOMER_0570,residential,South,45,4,106.9,2.38,26.73,0.09,Small,,,
CUSTOMER_0571,residential,South,45,3,55.1,1.22,18.37,0.07,Small,,,
CUSTOMER_0572,commercial,North,52,1,97.85,1.88,97.85,0.02,Large,,,
CUSTOMER_0573,residential,Southeast,24,2,95.7,3.99,47.85,0.08,Small,,,
CUSTOMER_0574,residential,Midwest,24,1,70.26,2.93,70.26,0.04,Small,,,
CUSTOMER_0575,commercial,Midwest,77,4,137.73,1.79,34.43,0.05,Large,,,
CUSTOMER_0576,commercial,North,77,3,77.64,1.01,25.88,0.04,Large,,,
CUSTOMER_0577,residential,Midwest,77,3,102.16,1.33,34.05,0.04,Large,,,
CUSTOMER_0578,commercial,South,77,2,101.28,1.32,50.64,0.03,Large,,,
CUSTOMER_0579,residential,South,17,1,103.02,6.06,103.02,0.06,Small,,,
CUSTOMER_0580,residential,Midwest,52,2,96.99,1.87,48.50,0.04,Large,,,
CUSTOMER_0581,residential,North,45,4,153.71,3.42,38.43,0.09,Small,,,
CUSTOMER_0582,commercial,Northeast,77,3,63.66,0.83,21.22,0.04,Large,,,
CUSTOMER_0583,residential,Southeast,45,2,95.17,2.11,47.59,0.04,Small,,,
CUSTOMER_0584,residential,Midwest,45,1,88.9,1.98,88.90,0.02,Small,,,
CUSTOMER_0585,residential,Midwest,45,4,156.63,3.48,39.16,0.09,Small,,,
CUSTOMER_0586,residential,North,24,1,81.83,3.41,81.83,0.04,Small,,,
CUSTOMER_0587,residential,Midwest,17,2,56.87,3.35,28.44,0.12,Small,,,
CUSTOMER_0588,residential,Midwest,52,3,83.18,1.60,27.73,0.06,Large,,,
CUSTOMER_0589,residential,South,52,3,87.76,1.69,29.25,0.06,Large,,,
CUSTOMER_0590,residential,Midwest,17,2,63.81,3.75,31.91,0.12,Small,,,
CUSTOMER_0591,residential,Northeast,45,1,72.74,1.62,72.74,0.02,Small,,,
CUSTOMER_0592,residential,Midwest,45,1,83.23,1.85,83.23,0.02,Small,,,
CUSTOMER_0593,residential,North,45,1,71.71,1.59,71.71,0.02,Small,,,
CUSTOMER_0594,residential,South,24,1,71.75,2.99,71.75,0.04,Small,,,
CUSTOMER_0595,commercial,Northeast,52,3,59.33,1.14,19.78,0.06,Large,,,
CUSTOMER_0596,residential,Midwest,45,1,100.81,2.24,100.81,0.02,Small,,,
CUSTOMER_0597,commercial,Northeast,45,2,91.04,2.02,45.52,0.04,Small,,,
CUSTOMER_0598,residential,Midwest,45,2,52.56,1.17,26.28,0.04,Small,,,
CUSTOMER_0599,residential,Midwest,17,2,91.81,5.40,45.91,0.12,Small,,,
CUSTOMER_0600,residential,Midwest,45,2,90.49,2.01,45.25,0.04,Small,,,
CUSTOMER_0601,residential,Northeast,24,1,53,2.21,53.00,0.04,Small,,,
CUSTOMER_0602,residential,Northeast,24,3,71.48,2.98,23.83,0.13,Small,,,
CUSTOMER_0603,residential,North,45,4,137.12,3.05,34.28,0.09,Small,,,
CUSTOMER_0604,residential,Midwest,77,1,75.75,0.98,75.75,0.01,Large,,,
CUSTOMER_0605,residential,North,45,4,146.5,3.26,36.63,0.09,Small,,,
CUSTOMER_0606,residential,Midwest,24,3,74.35,3.10,24.78,0.13,Small,,,
CUSTOMER_0607,residential,Southeast,45,1,60.4,1.34,60.40,0.02,Small,,,
CUSTOMER_0608,residential,Southeast,52,4,157.38,3.03,39.35,0.08,Large,,,
CUSTOMER_0609,residential,Midwest,45,3,64.93,1.44,21.64,0.07,Small,,,
CUSTOMER_0610,commercial,Midwest,52,4,143.2,2.75,35.80,0.08,Large,,,
CUSTOMER_0611,residential,North,45,2,59.85,1.33,29.93,0.04,Small,,,
CUSTOMER_0612,commercial,Midwest,45,2,69.39,1.54,34.70,0.04,Small,,,
CUSTOMER_0613,residential,Southeast,17,3,75.2,4.42,25.07,0.18,Small,,,
CUSTOMER_0614,residential,Northeast,24,3,62.37,2.60,20.79,0.13,Small,,,
CUSTOMER_0615,commercial,Midwest,24,3,75.61,3.15,25.20,0.13,Small,,,
CUSTOMER_0616,commercial,Southeast,45,2,60.57,1.35,30.29,0.04,Small,,,
CUSTOMER_0617,residential,Southeast,77,2,81.2,1.05,40.60,0.03,Large,,,
CUSTOMER_0618,residential,Northeast,52,1,86.58,1.67,86.58,0.02,Large,,,
CUSTOMER_0619,commercial,Midwest,17,3,55.71,3.28,18.57,0.18,Small,,,
CUSTOMER_0620,commercial,Northeast,24,3,97.23,4.05,32.41,0.13,Small,,,
CUSTOMER_0621,residential,North,24,3,62.01,2.58,20.67,0.13,Small,,,
CUSTOMER_0622,residential,South,24,2,64.07,2.67,32.04,0.08,Small,,,
